"X","Mechanism","Factor"
"Flo1","Trans-minor","Stage"
"CG6357","Trans-minor","Stage"
"Acp53C14b","Trans-minor","Stage"
"CG15497","Trans-minor","Stage"
"hng3","Trans-dominant","Stage"
"CG34162","Trans-minor","Stage"
"CG4927","Trans-minor","Stage"
"Picot","Trans-minor","Stage"
"CG3295","Trans-dominant","Stage"
"mRpL41","Trans-minor","Stage"
"CG14669","Trans-minor","Stage"
"Dok","Trans-minor","Stage"
"CG4615","Trans-minor","Stage"
"ItgaPS5","Trans-minor","Stage"
"Scsalpha","Trans-dominant","Stage"
"AP-1gamma","Trans-minor","Stage"
"Jheh2","Trans-minor","Stage"
"CG5290","Trans-minor","Stage"
"DIP-gamma","Trans-minor","Stage"
"CG13721","Trans-dominant","Stage"
"CG32368","Trans-dominant","Stage"
"CG31948","Trans-dominant","Stage"
"CG14544","Trans-dominant","Stage"
"l(2)10685","Trans-minor","Stage"
"CG31898","Trans-dominant","Stage"
"CG12413","Trans-minor","Stage"
"Gasp","Trans-dominant","Stage"
"bab2","Trans-minor","Stage"
"Dot","Trans-dominant","Stage"
"Hira","Trans-minor","Stage"
"CG10055","Trans-minor","Stage"
"CG9065","Trans-dominant","Stage"
"CG31710","Trans-dominant","Stage"
"CG6412","Trans-minor","Stage"
"CG15423","Trans-dominant","Stage"
"Spn47C","Trans-minor","Stage"
"CG4847","Trans-dominant","Stage"
"CG6472","Trans-minor","Stage"
"m","Trans-minor","Stage"
"CG5835","Trans-minor","Stage"
"Ns2","Trans-minor","Stage"
"ppk23","Trans-minor","Stage"
"CG3527","Trans-dominant","Stage"
"IntS1","Trans-minor","Stage"
"CG7330","Trans-minor","Stage"
"Spn77Ba","Trans-minor","Stage"
"CngA","Trans-minor","Stage"
"CG30413","Trans-minor","Stage"
"Rlip","Trans-minor","Stage"
"Dhap-at","Trans-minor","Stage"
"Spn27A","Trans-minor","Stage"
"CG7130","Trans-minor","Stage"
"exp","Trans-minor","Stage"
"CG10286","Trans-minor","Stage"
"Hmr","Trans-minor","Stage"
"sPLA2","Trans-dominant","Stage"
"MED9","Trans-dominant","Stage"
"CG8170","Trans-minor","Stage"
"CG8629","Trans-dominant","Stage"
"Elp3","Trans-minor","Stage"
"PH4alphaNE1","Trans-minor","Stage"
"CG34436","Trans-dominant","Stage"
"CDase","Trans-minor","Stage"
"CG12384","Trans-dominant","Stage"
"Mtr4","Trans-minor","Stage"
"Poxn","Trans-minor","Stage"
"CG6144","Trans-dominant","Stage"
"kune","Trans-dominant","Stage"
"CG5522","Trans-minor","Stage"
"LSm-4","Trans-minor","Stage"
"CG5948","Trans-dominant","Stage"
"Spn42Dd","Trans-minor","Stage"
"Vps54L","Trans-minor","Stage"
"Fas1","Trans-dominant","Stage"
"hiw","Trans-minor","Stage"
"CG12480","Trans-minor","Stage"
"CG13366","Trans-minor","Stage"
"Kap-alpha1","Trans-minor","Stage"
"CG18269","Trans-minor","Stage"
"CG11539","Trans-dominant","Stage"
"Tig","Trans-minor","Stage"
"Muc55B","Trans-dominant","Stage"
"CG11190","Trans-minor","Stage"
"dpr20","Trans-minor","Stage"
"CG3652","Trans-dominant","Stage"
"Opa1","Trans-minor","Stage"
"CG3021","Trans-dominant","Stage"
"Smyd4-3","Trans-dominant","Stage"
"CG18635","Trans-minor","Stage"
"Cyp12b2","Trans-dominant","Stage"
"CG17278","Trans-dominant","Stage"
"L","Trans-minor","Stage"
"Catsup","Trans-minor","Stage"
"ppk28","Trans-minor","Stage"
"CG31547","Trans-minor","Stage"
"CG8252","Trans-dominant","Stage"
"CG15414","Trans-dominant","Stage"
"Evi5","Trans-minor","Stage"
"stmA","Trans-minor","Stage"
"Liprin-alpha","Trans-minor","Stage"
"COX8","Trans-dominant","Stage"
"CG32206","Trans-minor","Stage"
"CG13924","Trans-minor","Stage"
"CG1227","Trans-dominant","Stage"
"l(2)k14710","Trans-minor","Stage"
"Moca-cyp","Trans-minor","Stage"
"CG14630","Trans-minor","Stage"
"CG5339","Trans-minor","Stage"
"Glycogenin","Trans-dominant","Stage"
"ScpX","Trans-minor","Stage"
"ogre","Trans-dominant","Stage"
"CG13712","Trans-minor","Stage"
"CG9114","Trans-dominant","Stage"
"yellow-b","Trans-dominant","Stage"
"gig","Trans-minor","Stage"
"CG13398","Trans-minor","Stage"
"CG3420","Trans-dominant","Stage"
"CG4580","Trans-minor","Stage"
"Atg4a","Trans-minor","Stage"
"CG15731","Trans-minor","Stage"
"CG1847","Trans-minor","Stage"
"Akap200","Trans-minor","Stage"
"Tsp42Er","Trans-dominant","Stage"
"CG33645","Trans-minor","Stage"
"chic","Trans-dominant","Stage"
"GalNAc-T1","Trans-dominant","Stage"
"CG7692","Trans-minor","Stage"
"mthl13","Trans-minor","Stage"
"Spn42De","Trans-minor","Stage"
"AMPKalpha","Trans-minor","Stage"
"Chmp1","Trans-minor","Stage"
"CG34033","Trans-minor","Stage"
"Galphas","Trans-minor","Stage"
"CG10165","Trans-dominant","Stage"
"Nach","Trans-minor","Stage"
"ng4","Trans-minor","Stage"
"CG14074","Trans-minor","Stage"
"CG13749","Trans-dominant","Stage"
"prominin-like","Trans-minor","Stage"
"CG31548","Trans-dominant","Stage"
"CG14989","Trans-dominant","Stage"
"dnk","Trans-dominant","Stage"
"Bre1","Trans-minor","Stage"
"Pms2","Trans-minor","Stage"
"key","Trans-minor","Stage"
"CG33786","Trans-minor","Stage"
"Psf3","Trans-dominant","Stage"
"CG8323","Trans-dominant","Stage"
"CG34236","Trans-dominant","Stage"
"CG10395","Trans-dominant","Stage"
"PKD","Trans-minor","Stage"
"CG33543","Trans-minor","Stage"
"mRpS33","Trans-dominant","Stage"
"CG34113","Trans-minor","Stage"
"CG15615","Trans-minor","Stage"
"CG1814","Trans-minor","Stage"
"IntS6","Trans-dominant","Stage"
"CG5921","Trans-minor","Stage"
"4E-T","Trans-minor","Stage"
"CG31715","Trans-minor","Stage"
"CG13175","Trans-dominant","Stage"
"Nf1","Trans-minor","Stage"
"mbt","Trans-minor","Stage"
"Acp53C14c","Trans-minor","Stage"
"CG12075","Trans-minor","Stage"
"CG11037","Trans-minor","Stage"
"CG9917","Trans-minor","Stage"
"Daxx","Trans-minor","Stage"
"Cyp303a1","Trans-minor","Stage"
"nero","Trans-minor","Stage"
"CG2818","Trans-minor","Stage"
"NetA","Trans-minor","Stage"
"odd","Trans-minor","Stage"
"CG14621","Trans-minor","Stage"
"VhaAC45","Trans-minor","Stage"
"LManII","Trans-minor","Stage"
"CG30287","Trans-dominant","Stage"
"CG17803","Trans-dominant","Stage"
"GstE13","Trans-minor","Stage"
"CG5149","Trans-minor","Stage"
"Dh44-R2","Trans-minor","Stage"
"CG30460","Trans-minor","Stage"
"WDR79","Trans-minor","Stage"
"CG13921","Trans-minor","Stage"
"CG6044","Trans-minor","Stage"
"spict","Trans-dominant","Stage"
"Su(Tpl)","Trans-minor","Stage"
"CG8635","Trans-minor","Stage"
"Marcal1","Trans-minor","Stage"
"Vha26","Trans-dominant","Stage"
"Mes4","Trans-dominant","Stage"
"CngB","Trans-minor","Stage"
"Sur","Trans-minor","Stage"
"Nup160","Trans-minor","Stage"
"CG33627","Trans-minor","Stage"
"CG9919","Trans-minor","Stage"
"wdb","Trans-minor","Stage"
"fkh","Trans-minor","Stage"
"Cul5","Trans-minor","Stage"
"CG30431","Trans-minor","Stage"
"E23","Trans-dominant","Stage"
"Chd1","Trans-minor","Stage"
"CG3669","Trans-minor","Stage"
"Socs36E","Trans-minor","Stage"
"CG14431","Trans-minor","Stage"
"CG33346","Trans-minor","Stage"
"Clc","Trans-minor","Stage"
"CG43107","Trans-dominant","Stage"
"CG14960","Trans-minor","Stage"
"CG4666","Trans-dominant","Stage"
"Cyp4d21","Trans-minor","Stage"
"CG14314","Trans-minor","Stage"
"CG1632","Trans-minor","Stage"
"CG30398","Trans-minor","Stage"
"nod","Trans-dominant","Stage"
"CG8089","Trans-minor","Stage"
"Gr10b","Trans-minor","Stage"
"SkpB","Trans-dominant","Stage"
"Ogg1","Trans-minor","Stage"
"CG3790","Trans-minor","Stage"
"CG12848","Trans-dominant","Stage"
"Drsl4","Trans-dominant","Stage"
"Vps52","Trans-minor","Stage"
"SCOT","Trans-dominant","Stage"
"CG43725","Trans-dominant","Stage"
"CG31370","Trans-minor","Stage"
"Grip91","Trans-minor","Stage"
"Rca1","Trans-minor","Stage"
"CG11902","Trans-minor","Stage"
"MTA1-like","Trans-minor","Stage"
"CG10209","Trans-minor","Stage"
"mAChR-C","Trans-minor","Stage"
"EndoB","Trans-minor","Stage"
"CG6347","Trans-minor","Stage"
"Alh","Trans-minor","Stage"
"CG33465","Trans-minor","Stage"
"CheB42a","Trans-minor","Stage"
"cN-IIIB","Trans-dominant","Stage"
"spi","Trans-minor","Stage"
"CG4945","Trans-dominant","Stage"
"CG33301","Trans-dominant","Stage"
"CG3407","Trans-minor","Stage"
"Dlip2","Trans-minor","Stage"
"CG17343","Trans-dominant","Stage"
"CG16721","Trans-minor","Stage"
"CG5168","Trans-minor","Stage"
"Cdc5","Trans-minor","Stage"
"CG1109","Trans-minor","Stage"
"Spec2","Trans-dominant","Stage"
"CG12236","Trans-dominant","Stage"
"CG8243","Trans-minor","Stage"
"CG11149","Trans-minor","Stage"
"CG31131","Trans-minor","Stage"
"CG1544","Trans-minor","Stage"
"CG12104","Trans-minor","Stage"
"CG6568","Trans-minor","Stage"
"pdgy","Trans-dominant","Stage"
"FAM21","Trans-minor","Stage"
"CG13344","Trans-minor","Stage"
"nec","Trans-minor","Stage"
"Mct1","Trans-minor","Stage"
"CG5984","Trans-minor","Stage"
"cyr","Trans-minor","Stage"
"bys","Trans-minor","Stage"
"CG33648","Trans-minor","Stage"
"UQCR-11L","Trans-dominant","Stage"
"ACXD","Trans-minor","Stage"
"CycG","Trans-minor","Stage"
"mTerf5","Trans-minor","Stage"
"CG15117","Trans-dominant","Stage"
"CG17612","Trans-minor","Stage"
"fru","Trans-minor","Stage"
"mRpL13","Trans-dominant","Stage"
"CG11961","Trans-minor","Stage"
"CG14995","Trans-minor","Stage"
"cpb","Trans-minor","Stage"
"CG18173","Trans-minor","Stage"
"CG13933","Trans-minor","Stage"
"CG1143","Trans-dominant","Stage"
"l(2)37Cc","Trans-dominant","Stage"
"Sld5","Trans-minor","Stage"
"Nox","Trans-minor","Stage"
"Cpr62Bc","Trans-minor","Stage"
"CG15365","Trans-minor","Stage"
"Gsc","Trans-minor","Stage"
"ssp7","Trans-dominant","Stage"
"CG6280","Trans-minor","Stage"
"CG11200","Trans-minor","Stage"
"ZnT41F","Trans-minor","Stage"
"baz","Trans-minor","Stage"
"CG12011","Trans-minor","Maternal"
"CG13743","Trans-minor","Maternal"
"Cpr47Ed","Trans-minor","Maternal"
"CG13712","Trans-minor","Maternal"
"Ugt86De","Trans-minor","Maternal"
"Acp53C14a","Trans-minor","Maternal"
"CG42544","Trans-minor","Maternal"
"CG34266","Trans-minor","Maternal"
"CG42367","Trans-minor","Maternal"
"tsg","Trans-minor","Maternal"
"Cp7Fc","Trans-dominant","Maternal"
"CG31813","Trans-minor","Maternal"
"CG3713","Trans-minor","Maternal"
"CG14756","Trans-minor","Maternal"
"yellow-g2","Trans-dominant","Maternal"
"Cpr30F","Trans-minor","Maternal"
"RabX5","Trans-minor","Maternal"
"CG14752","Trans-minor","Maternal"
"Cp7Fb","Trans-dominant","Maternal"
"CG43244","Trans-minor","Maternal"
"Fcp3C","Trans-dominant","Maternal"
"Osi20","Trans-minor","Maternal"
"CG12470","Trans-minor","Maternal"
"CG1701","Trans-minor","Maternal"
"Osi19","Trans-minor","Maternal"
"Ilp7","Trans-minor","Maternal"
"CG12828","Trans-minor","Maternal"
"yellow-g","Trans-dominant","Maternal"
"CG34196","Trans-minor","Maternal"
"NimC4","Trans-minor","Maternal"
"RabX5","Trans-minor","Interaction"
"amos","Trans-minor","Interaction"
"CG43376","Trans-dominant","Interaction"
"Osi9","Trans-minor","Interaction"
"CG12836","Trans-minor","Interaction"
"Acp53C14a","Trans-minor","Interaction"
"scw","Trans-minor","Interaction"
"Bro","Trans-dominant","Interaction"
"CG13670","Trans-minor","Interaction"
"zen2","Trans-minor","Interaction"
"CG14309","Trans-dominant","Interaction"
"CG11356","Trans-minor","Interaction"
"COX6AL","Trans-dominant","Interaction"
"Ugt86De","Trans-minor","Interaction"
"CG14187","Trans-dominant","Interaction"
"CG34224","Trans-minor","Interaction"
"Fcp3C","Trans-dominant","Interaction"
"CG6154","Trans-minor","Interaction"
"Cpr64Ac","Trans-minor","Interaction"
"CG31813","Trans-minor","Interaction"
"Ilp7","Trans-minor","Interaction"
"CG6885","Trans-minor","Interaction"
"CG34115","Trans-dominant","Interaction"
"CG11289","Trans-minor","Interaction"
